,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE
,O3,PM10,PM2.5,PRS,RAINF,RH,SR,TOUT,WSR,WDV
,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,Kw/m2,degC,KMPH,DEG
07-oct-15,3,53,24,713.7,0,89,0.002,20.99,3.9,275
07-oct-15,4,36,28,714.4,0,89,0.039,20.91,5.3,253
09-oct-15,3,42,25,713.5,0,90,0,21.42,4.8,321
09-oct-15,2,43,16,714,0,91,0.001,21.34,2.2,282
09-oct-15,4,44,19,715.3,0,89,0.06,22.3,2.8,337
09-oct-15,24,22,12,714.6,0,66,0.353,25.96,7.9,124
10-oct-15,5,21,17,718.4,0,81,0.104,22.64,6,137
10-oct-15,15,40,5,718.6,0,75,0.265,23.63,8.3,144
10-oct-15,4,46,25,716,0,69,0,24.71,3.8,142
11-oct-15,3,49,23,714.7,0,79,0.002,20.81,4.3,322
11-oct-15,5,37,20,714.9,0,77,0.067,21.44,5.1,329
11-oct-15,2,33,19,711.3,0,63,0,25.57,4.4,294
12-oct-15,2,57,31,711,0,68,0,24.03,5.4,294
12-oct-15,2,64,29,710.8,0,72,0,22.82,6,299
12-oct-15,3,31,16,710.3,0,79,0,21.76,6.1,321
12-oct-15,6,36,10,710.3,0,69,0,23.51,6.7,343
12-oct-15,9,22,15,710.5,0,66,0.004,23.77,7.8,279
12-oct-15,17,32,11,711,0,58,0.242,25.85,10.6,330
12-oct-15,26,65,10,711.2,0,47,0.427,29.64,7.4,316
12-oct-15,13,57,24,710.6,0,48,0,30.52,2.8,267
12-oct-15,2,66,42,710.6,0,52,0,29.25,4.1,291
13-oct-15,2,58,40,710.7,0,56,0,28.14,3.8,301
13-oct-15,10,44,22,711.7,0,53,0.002,27.78,8.9,322
13-oct-15,6,41,24,712.4,0,54,0.056,27.3,10,330
13-oct-15,11,54,26,713.1,0,52,0.188,28.42,7.7,319
13-oct-15,20,44,29,713.6,0,46,0.409,31.28,3,86
13-oct-15,43,61,38,713.8,0,42,0.604,33.47,4.9,205
14-oct-15,2,23,23,714,0,83,0,22.61,5.3,331
14-oct-15,3,51,24,714.8,0,80,0.059,23.78,2,330
14-oct-15,7,48,24,715.3,0,71,0.237,27.24,1,337
14-oct-15,22,61,38,715.6,0,62,0.422,29.38,3.3,61
16-oct-15,7,33,14,716.3,0,82,0.053,21.75,3.7,312
23-oct-15,5,101,37,709.3,0,92,0.001,23.21,10.3,96
23-oct-15,6,65,31,709.6,0,92,0.019,23.2,11.1,105
23-oct-15,9,35,10,710.3,0,90,0.1,23.64,8.9,114
23-oct-15,18,53,34,709.6,0,79,0.14,25.82,4.7,104
23-oct-15,17,46,26,708.9,0,80,0.1,25.52,7.5,116
23-oct-15,17,29,13,708.2,0,78,0.074,26.08,6.5,107
23-oct-15,18,29,10,708.1,0,76,0.101,26.29,8.6,106
23-oct-15,11,41,23,708.3,0,76,0.031,26.21,6.6,86
23-oct-15,6,88,52,709.1,0,83,0,25.15,7.3,112
23-oct-15,4,52,41,709.3,0.01,85,0,24.6,3,134
23-oct-15,3,76,39,709.1,0.42,91,0,23.68,6.6,181
24-oct-15,8,49,16,708.9,0.29,94,0,22.26,3,304
24-oct-15,15,22,17,709.4,0.01,88,0.056,20.74,4.7,327
24-oct-15,12,20,5,713.7,0,77,0,19.91,12.3,334
25-oct-15,4,38,16,714.6,0,58,0,21.96,2.5,151
25-oct-15,3,36,14,715,0,57,0,21.36,3.8,142
25-oct-15,3,47,19,715.1,0,57,0,20.42,1.8,117
25-oct-15,2,34,23,715,0,60,0,19.79,0.9,117
26-oct-15,5,43,6,715,0,56,0,19.2,2.4,169
26-oct-15,3,53,27,714.9,0,62,0.001,15.62,1.7,98
26-oct-15,4,81,8,715.4,0,58,0.055,17.07,0.9,82
26-oct-15,6,116,9,715.6,0,50,0.238,20.01,3.5,104
26-oct-15,19,88,17,715.6,0,39,0.425,22.68,3.1,344
26-oct-15,34,49,12,715.3,0,34,0.586,23.4,5.2,9
26-oct-15,23,30,12,713,0,44,0,21.39,5.8,96
26-oct-15,3,114,35,713.1,0,53,0,19.09,3.3,302
27-oct-15,3,89,34,712.9,0,56,0,18.53,4.9,306
27-oct-15,2,99,31,712.7,0,60,0,17.83,5.9,320
27-oct-15,2,88,26,712.5,0,62,0,17.23,3.6,328
27-oct-15,3,46,21,712.1,0,61,0,17.39,6.1,316
27-oct-15,2,66,30,712.4,0,66,0.001,16.63,7.8,307
27-oct-15,3,74,24,712.7,0,66,0.056,16.94,3.3,324
27-oct-15,9,99,9,712.9,0,56,0.233,20.21,4.7,333
27-oct-15,13,71,28,713,0,54,0.413,21.43,6.9,294
27-oct-15,29,93,29,712.6,0,45,0.569,24.55,3.9,7
27-oct-15,47,78,31,712.1,0,42,0.67,26.23,4.5,101
27-oct-15,8,55,20,710.3,0,53,0,24.45,4.9,284
27-oct-15,2,95,51,710.6,0,59,0,23.28,4.3,301
27-oct-15,2,152,51,710.9,0,60,0,22.83,5.4,310
27-oct-15,2,120,45,710.9,0,63,0,22.01,4,303
28-oct-15,3,121,44,710.7,0,64,0,21.24,5.9,314
28-oct-15,3,74,38,710.6,0,66,0,20.09,9.3,318
28-oct-15,7,55,20,710.7,0,60,0,20.89,7.7,324
28-oct-15,4,55,28,710.8,0,55,0.001,21.38,10.9,328
28-oct-15,7,75,41,711.2,0,55,0.055,21.53,12.7,334
28-oct-15,17,79,13,711.6,0,48,0.229,23.76,11.3,330
28-oct-15,29,67,15,711.9,0,42,0.412,26.2,8.9,331
28-oct-15,42,56,8,711.9,0,36,0.566,29.44,4.8,324
28-oct-15,6,33,18,711.3,0,38,0,24.64,3.3,208
28-oct-15,4,40,13,711.2,0,40,0,23.86,1.8,276
29-oct-15,3,40,20,710.9,0,42,0,23.55,1.1,241
29-oct-15,6,46,16,710.5,0,44,0,22.53,2.1,230
29-oct-15,4,23,6,709.8,0,56,0,19.36,0.9,304
29-oct-15,2,57,23,710,0,58,0.001,19.35,5.5,326
29-oct-15,5,85,16,710.3,0,53,0.053,20.79,6.2,344
29-oct-15,13,65,8,710.6,0,47,0.221,24.18,2.8,331
29-oct-15,29,69,19,710.8,0,41,0.402,27.26,1.2,12
29-oct-15,60,41,28,710.2,0,39,0.626,27.72,6.9,149
29-oct-15,13,54,28,707.5,0,67,0,24.64,3.9,139
29-oct-15,3,50,43,707.6,0.01,77,0,22.86,7,258
30-oct-15,2,53,42,707.8,0.02,86,0,22.02,5.2,237
30-oct-15,2,57,26,707.2,0,93,0,21.45,1.6,231
30-oct-15,3,54,16,708.2,0,91,0.026,21.68,5,166
30-oct-15,4,19,10,708.6,0,90,0.106,22.18,3.7,289
30-oct-15,6,56,19,708.3,0,86,0.122,22.86,6.5,332
30-oct-15,8,47,6,706.2,0,61,0.205,26,8.2,124
30-oct-15,15,81,35,705.1,0,63,0.438,26.51,11.7,124
30-oct-15,24,91,5,704.5,0,55,0.439,27.45,11.2,121
30-oct-15,25,55,8,704.2,0,55,0.264,27.86,5.5,143
30-oct-15,21,51,9,703.9,0,49,0.185,28.07,5.7,224
30-oct-15,12,33,10,703.8,0,51,0.034,26.83,4.3,246
30-oct-15,2,45,22,704.1,0,66,0.001,25.08,4.3,178
30-oct-15,2,61,32,704.7,0,72,0,24.04,4.8,239
30-oct-15,2,87,35,705,0,77,0,22.89,4.3,286
30-oct-15,3,91,48,705.1,0,82,0,22.11,4.1,316
30-oct-15,3,121,53,705,0,82,0,21.56,4.8,301
31-oct-15,2,107,42,705,0,81,0,21.41,7.6,328
31-oct-15,2,89,30,705.2,0,79,0,21.27,6.8,314
31-oct-15,2,81,30,705,0,79,0,20.9,5.1,327
31-oct-15,3,69,18,704.9,0,60,0,24.69,5.6,355
31-oct-15,3,36,23,705.6,0,70,0,23.29,4.2,126
31-oct-15,2,70,25,706.5,0,76,0,22.3,6,130
31-oct-15,3,42,7,707.3,0,74,0.011,21.81,11.2,165
31-oct-15,7,26,7,708.7,0,70,0.123,21.55,12.5,177
31-oct-15,19,27,6,709.7,0,60,0.383,23.71,7.9,176
31-oct-15,23,27,13,708.9,0,56,0.092,23.75,6.3,148
31-oct-15,12,53,18,709.6,0,62,0.029,22.83,3.8,105
31-oct-15,8,43,22,710,0,66,0.015,22.44,2.7,29
31-oct-15,9,50,20,710.5,0,64,0,22.56,6,356
31-oct-15,5,65,31,711.4,0.1,70,0,21.43,5.3,320
31-oct-15,8,53,43,711.9,0.05,77,0,19.61,4.2,24
31-oct-15,3,46,21,712.5,0,79,0,19.49,5.3,319
31-oct-15,7,57,10,712.6,0,73,0,19.54,5.3,325
31-oct-15,8,28,16,712.8,0,76,0,18.4,3.7,11
01-nov-15,3,31,18,712.9,0,80,0,18.04,2.4,102
01-nov-15,2,50,28,712.8,0,83,0,17.59,4,319
01-nov-15,2,52,24,712.9,0,86,0,16.83,4.5,290
01-nov-15,2,52,12,713,0,87,0,16.57,2,340
01-nov-15,3,48,7,712.9,0,85,0,16.47,6.8,336
01-nov-15,2,41,13,713.2,0,83,0.001,16.6,7.3,316
01-nov-15,4,63,17,713.8,0,78,0.051,17.75,4.7,281
01-nov-15,7,52,23,713.1,0,39,0,24.45,4.7,125
01-nov-15,20,72,41,713.5,0,48,0,23.46,8.2,113
01-nov-15,9,34,17,713.8,0,54,0,22.19,3.8,126
02-nov-15,2,76,29,713.6,0,61,0,19.51,0.9,293
02-nov-15,2,65,19,713.6,0,63,0,18.94,2.2,307
02-nov-15,3,52,26,713.4,0,67,0,18.13,5.5,322
02-nov-15,3,48,16,713.2,0,60,0,17.16,7.8,329
02-nov-15,3,40,18,713.4,0,58,0.001,17.17,8.2,329
02-nov-15,4,54,16,713.8,0,56,0.051,17.55,6.3,311
02-nov-15,8,68,21,714.2,0,52,0.23,19.15,7.7,326
02-nov-15,14,77,16,714.4,0,47,0.414,21.9,4.3,331
02-nov-15,38,73,9,714.2,0,39,0.579,26.56,1.7,135
02-nov-15,41,42,27,713.7,0,34,0.682,26.78,6,129
02-nov-15,51,50,16,713,0,32,0.732,27.3,8.9,127
02-nov-15,17,40,14,711.7,0,40,0,25.22,8.4,129
02-nov-15,7,44,13,712,0,42,0,24.17,2.8,119
02-nov-15,8,58,44,712.2,0,46,0,23.05,3.4,157
02-nov-15,21,114,25,712.2,0,49,0,23.12,5.8,146
02-nov-15,3,41,21,712.2,0,55,0,21.05,5.3,292
03-nov-15,2,81,35,711.9,0,59,0,20.51,2.7,289
03-nov-15,2,66,37,711.9,0,62,0,19.81,1.8,304
03-nov-15,2,54,23,711.6,0,68,0,18.49,5.8,311
03-nov-15,3,48,29,711.6,0,71,0,18.12,3.3,284
03-nov-15,2,47,22,711.8,0,74,0,18.16,2.4,303
03-nov-15,2,50,21,712.1,0,76,0.001,17.86,1.9,304
03-nov-15,3,64,31,712.4,0,78,0.044,18.42,3.7,292
03-nov-15,6,75,15,712.8,0,74,0.201,21.48,2.4,297
03-nov-15,18,71,26,713.1,0,68,0.327,23.82,2.3,288
03-nov-15,33,76,33,713,0,64,0.525,24.74,3.6,231
03-nov-15,48,78,30,712.5,0,62,0.709,24.78,7.3,174
03-nov-15,55,69,30,711.8,0,60,0.387,25.03,6.4,193
04-nov-15,7,67,26,713,0,87,0.041,21.11,4.5,222
04-nov-15,8,40,25,713.3,0,86,0.077,21.38,5.1,188
04-nov-15,11,81,31,713.4,0,84,0.155,21.96,4.4,162
04-nov-15,22,48,23,713.1,0,80,0.273,22.82,6.4,142
04-nov-15,47,73,24,712.4,0,74,0.524,24.12,8.5,128
04-nov-15,59,81,44,711.6,0,71,0.584,25.21,9.5,138
04-nov-15,18,48,18,711.7,0,66,0,26.48,6.2,134
04-nov-15,3,61,33,712.5,0,69,0,25.54,3.7,282
04-nov-15,2,74,38,712.8,0,71,0,25.03,3.2,268
04-nov-15,3,72,34,713,0,73,0,24.77,2.7,246
04-nov-15,6,61,34,712.8,0,76,0,24.87,4.6,159
05-nov-15,5,61,37,712.4,0,92,0.024,22.78,6,134
05-nov-15,5,71,33,712.5,0,91,0.119,23.07,7.5,165
05-nov-15,12,74,34,712.7,0,84,0.325,24.35,10,147
05-nov-15,22,78,23,712.4,0,79,0.305,25.26,8,88
05-nov-15,31,125,30,712.1,0,76,0.338,25.95,8,101
05-nov-15,45,71,24,711.4,0,72,0.51,26.84,8.9,91
05-nov-15,3,54,31,712.3,0,72,0,26.17,3.4,97
05-nov-15,8,63,22,712.6,0,71,0,26.02,4.3,112
06-nov-15,10,85,42,712.7,0,81,0,23.64,5.9,234
06-nov-15,2,69,51,712.7,0,86,0,22.57,4.1,253
06-nov-15,2,50,37,712.6,0,87,0,22.54,3.4,316
06-nov-15,2,72,38,712.6,0,89,0,22.25,5.8,291
06-nov-15,3,92,43,713.1,0,93,0,22.27,2.9,218
06-nov-15,5,18,7,713.6,0,92,0.014,22.51,4.5,352
06-nov-15,28,63,34,713.9,0,74,0.315,25.34,10.6,100
06-nov-15,32,64,14,713.3,0,71,0.396,26.05,11.8,81
06-nov-15,21,50,28,711.8,0,66,0.033,26.28,15.1,108
06-nov-15,11,33,18,712.5,0,71,0,24.89,13.2,73
06-nov-15,11,39,27,713,0,73,0,24.57,13.6,99
07-nov-15,5,14,11,712.5,0,94,0,21.16,6.9,153
07-nov-15,6,32,9,713.1,0,92,0.02,21.34,6.6,104
07-nov-15,6,21,6,713.5,0,91,0.046,21.38,4.8,170
07-nov-15,5,47,16,714,0,89,0.046,21.55,6.6,249
07-nov-15,5,23,20,714.4,0,88,0.108,21.49,6.6,256
07-nov-15,8,75,21,714.3,0,86,0.128,22.08,6.1,226
07-nov-15,6,48,26,714.1,0,86,0.067,21.92,5.3,191
07-nov-15,14,20,9,714.1,0,79,0.028,20.23,8.8,20
07-nov-15,14,42,7,714.6,0,80,0.005,19.5,15.1,36
07-nov-15,6,18,13,717.5,0,80,0,17.5,8.7,175
07-nov-15,7,20,6,717.6,0,83,0,16.82,9.7,175
07-nov-15,7,21,18,717.6,0.01,90,0,15.72,8.2,173
08-nov-15,15,18,8,718.9,0,92,0.094,15.01,3.2,137
08-nov-15,20,26,19,715.8,0,76,0.006,17.7,7.7,66
08-nov-15,18,42,11,716.1,0,79,0,17.23,8.9,66
08-nov-15,16,44,25,717,0,92,0,15.7,9.4,108
09-nov-15,8,25,8,716.4,0,94,0.009,14.56,7.3,143
09-nov-15,10,31,10,716.8,0,94,0.07,14.73,8.1,152
09-nov-15,8,27,8,716.9,0,92,0.152,15.49,5.2,150
09-nov-15,9,45,14,716.9,0,87,0.268,16.7,5.5,155
09-nov-15,12,51,32,716.5,0,82,0.342,17.54,6.6,148
09-nov-15,16,67,36,715.8,0,78,0.304,18.64,4.8,164
09-nov-15,11,62,43,715.2,0,79,0.113,18.45,4.3,292
09-nov-15,14,69,31,714.8,0,78,0.086,18.66,2.7,317
09-nov-15,19,80,29,714.6,0,76,0.075,18.97,3.7,96
09-nov-15,15,61,20,714.6,0,79,0.024,18.28,7.1,97
09-nov-15,12,52,24,714.6,0,81,0.005,17.98,7.6,107
09-nov-15,9,51,6,714.8,0,81,0,17.78,8.2,110
09-nov-15,6,25,8,715.7,0,83,0,17.57,6.3,109
09-nov-15,7,35,7,715.8,0,85,0,17.37,6.1,131
09-nov-15,4,28,13,715.6,0,86,0,17.26,4.8,126
09-nov-15,2,40,6,715.6,0,86,0,17.23,6.4,121
10-nov-15,3,25,6,714.5,0,83,0,17.36,1.8,342
10-nov-15,2,31,5,714.3,0,83,0,17.56,2.2,226
10-nov-15,2,33,19,714.4,0,85,0,17.33,3.2,250
10-nov-15,2,32,13,714.5,0,87,0,17.18,3.1,310
10-nov-15,3,44,10,715,0,84,0.058,18.2,2.8,293
10-nov-15,4,62,8,715.3,0,81,0.126,19.52,1.2,61
10-nov-15,10,58,11,715.1,0,77,0.204,20.73,2.7,102
10-nov-15,17,50,7,714.6,0,74,0.247,21.15,3.2,51
10-nov-15,23,34,5,713.9,0,70,0.482,22.33,4.7,105
10-nov-15,31,59,44,713,0,69,0.555,22.96,6.5,148
10-nov-15,42,124,73,712.4,0,68,0.526,22.94,7.8,152
10-nov-15,46,110,62,712.1,0,68,0.373,22.98,9,154
10-nov-15,41,93,40,712,0,70,0.204,23.07,8.1,144
10-nov-15,24,75,49,712.1,0,76,0.041,21.84,8.7,130
10-nov-15,9,58,39,712.4,0,81,0,20.81,6.5,138
10-nov-15,2,77,24,712.5,0,83,0,20.35,3.4,191
10-nov-15,2,58,58,712.7,0,85,0,19.73,2.2,280
10-nov-15,2,118,52,712.6,0,86,0,19.07,1,160
11-nov-15,6,75,21,711.2,0,83,0.151,21.05,5,308
11-nov-15,14,66,8,711.2,0,76,0.354,22.51,7.4,338
11-nov-15,20,79,20,711.1,0,67,0.503,25.63,3.9,266
11-nov-15,32,69,15,710.6,0,58,0.565,28.06,4.8,299
11-nov-15,63,68,35,709.9,0,55,0.313,28.92,6.4,137
11-nov-15,97,100,55,709.1,0,53,0.62,29.79,9.3,136
11-nov-15,118,113,58,708.5,0,52,0.555,30.41,12.9,128
11-nov-15,23,73,58,710.1,0,67,0,27.06,6.6,129
11-nov-15,9,80,31,710.9,0,70,0,26.54,3.6,160
11-nov-15,5,52,29,711.6,0,72,0,26.3,3.6,115
11-nov-15,2,44,26,712.2,0,74,0,25.51,2.5,260
11-nov-15,21,56,17,712.6,0,75,0,24.74,12.8,15
12-nov-15,20,27,21,713.1,0,79,0,23.36,8.2,162
12-nov-15,44,35,7,717.8,0,23,0.27,22.32,9.5,90
12-nov-15,43,34,5,717.1,0,27,0.355,22.69,11.5,44
12-nov-15,45,34,7,716.3,0,26,0.521,22.85,16.3,29
12-nov-15,42,36,11,716.3,0,31,0.092,21.63,11.5,55
12-nov-15,36,42,8,716.9,0,34,0,20.5,13.3,32
12-nov-15,25,43,14,717.7,0,40,0,19.74,11.4,108
12-nov-15,24,37,12,717.9,0,40,0,18.82,10.7,80
13-nov-15,32,23,11,718.4,0,52,0.006,16.26,4.1,23
13-nov-15,38,19,8,719.4,0,61,0.139,16.51,5.7,37
13-nov-15,38,27,7,719.2,0,62,0.136,16.92,3.8,229
13-nov-15,36,23,10,718.1,0,65,0.155,16.64,7,94
13-nov-15,34,31,10,717.5,0,66,0.132,16.82,6.3,103
13-nov-15,28,29,15,717.6,0,72,0.059,16.16,5.6,146
13-nov-15,26,37,18,717.5,0,80,0.051,15.36,2.2,107
13-nov-15,16,39,26,717.5,0,87,0.014,14.27,5.7,136
13-nov-15,9,42,18,717.9,0,88,0,14.22,5.2,148
13-nov-15,5,41,23,718.3,0,89,0,14.13,6.2,160
13-nov-15,7,44,19,718.7,0,91,0,13.78,5.5,154
13-nov-15,5,40,20,718.9,0.02,93,0,13.64,2.1,214
13-nov-15,4,44,18,718.9,0.05,94,0,13.75,2.2,282
13-nov-15,4,32,14,718.8,0.03,94,0,13.93,3,295
14-nov-15,3,34,19,718.3,0.02,95,0,14.3,3.6,147
14-nov-15,10,37,15,718.1,0.04,95,0,14.41,2.7,174
14-nov-15,11,29,7,717.9,0.04,95,0.001,13.99,3.8,295
14-nov-15,14,25,7,718.6,0.02,95,0.001,14.19,0.9,299
14-nov-15,16,20,14,719.5,0,94,0.08,15.76,5.3,164
14-nov-15,17,20,7,719.1,0,91,0.054,15.73,3.4,155
14-nov-15,11,29,14,718.6,0,92,0.043,15.52,3.9,266
14-nov-15,14,20,15,718.1,0,92,0.032,15.6,3.9,200
14-nov-15,8,34,27,717.7,0,93,0.028,15.5,2.1,260
14-nov-15,12,39,23,717.4,0,93,0.02,16.1,6.2,158
14-nov-15,19,39,27,717.5,0,93,0.002,16.04,5.8,94
14-nov-15,8,46,26,717.9,0,94,0,15.92,4.8,283
14-nov-15,5,47,28,718.2,0.04,95,0,15.93,4,223
14-nov-15,8,36,15,718.3,0,95,0,16.07,5.3,123
14-nov-15,18,33,12,718.4,0.01,95,0,16.4,9.4,110
14-nov-15,23,14,5,718.1,0.03,95,0,16.56,8.2,133
15-nov-15,25,21,5,717.8,0.02,95,0,16.53,10.3,140
15-nov-15,13,19,11,716.6,0.01,92,0,16.2,2.9,288
15-nov-15,10,30,9,716.8,0.01,90,0,16.2,2.2,265
15-nov-15,22,29,10,717.7,0,91,0.064,16.6,7.2,138
15-nov-15,17,37,9,717.6,0,94,0.097,17.07,1.4,142
15-nov-15,21,42,13,717.1,0,93,0.129,17.94,1.4,334
15-nov-15,18,44,32,716.4,0,92,0.127,18.49,1,249
15-nov-15,18,67,25,715.5,0,90,0.1,18.49,1.4,229
15-nov-15,23,51,22,714.7,0,87,0.169,18.94,6.7,135
15-nov-15,21,36,10,714.4,0,87,0.091,18.79,8.2,111
15-nov-15,19,37,19,714,0,90,0.01,18.48,7.3,133
15-nov-15,2,60,40,714.2,0,93,0,18.12,2.5,262
15-nov-15,3,68,48,714,0,94,0,18.16,1.1,7
15-nov-15,3,63,53,713.6,0,94,0,18.37,1,313
15-nov-15,7,88,53,713.5,0,94,0,19.19,5.3,147
15-nov-15,9,36,8,713.5,0,93,0,19.35,5.2,96
16-nov-15,4,58,24,713.1,0,93,0,18.96,2,152
16-nov-15,3,47,23,712.6,0,93,0,18.83,0.9,43
16-nov-15,3,48,25,712.2,0,94,0,18.74,1.2,263
16-nov-15,2,40,23,711.8,0,94,0,18.67,3,316
16-nov-15,3,51,25,711.7,0,92,0,18.68,4.6,309
16-nov-15,4,68,31,711.9,0,89,0,18.62,4.5,321
16-nov-15,3,58,25,712.3,0,90,0.015,18.88,4.3,303
16-nov-15,4,46,20,712.1,0,94,0.074,19.54,1.8,142
16-nov-15,21,56,14,710.6,0,78,0.327,23.66,1.6,99
16-nov-15,27,61,16,709.5,0,77,0.361,22.92,6.3,137
16-nov-15,30,56,22,708.6,0,75,0.499,23.67,8.6,114
16-nov-15,44,97,44,707.7,0,73,0.476,24.3,9.1,112
16-nov-15,43,87,23,707.1,0,73,0.384,24.48,9,113
16-nov-15,37,62,27,706.7,0,74,0.187,24.2,11.5,107
16-nov-15,20,39,28,706.6,0,76,0.019,23.84,9.1,105
16-nov-15,8,65,7,706.7,0,78,0,23.25,3,107
16-nov-15,9,47,18,706.6,0,80,0,22.89,2.6,104
16-nov-15,3,21,6,706.3,0,82,0,22.49,0.9,257
16-nov-15,6,69,29,706,0,84,0,22.28,2,238
16-nov-15,2,43,27,705.9,0,87,0,21.62,1.5,276
17-nov-15,2,62,28,705.5,0,90,0,20.89,1.6,298
17-nov-15,2,41,21,705.2,0,92,0,20.37,2.1,277
17-nov-15,3,38,24,703.6,0,94,0,19.02,3.3,290
17-nov-15,3,53,29,703.9,0,94,0.012,19.03,4.7,309
17-nov-15,3,86,40,704.4,0,94,0.089,19.62,4.3,347
17-nov-15,5,89,17,704.7,0,87,0.223,22.53,4.9,311
17-nov-15,10,91,46,704.9,0,80,0.345,24.01,4.6,212
17-nov-15,21,80,16,704.9,0,71,0.467,24.43,9.8,218
17-nov-15,29,74,10,704.6,0,61,0.355,24.7,10.8,219
17-nov-15,37,67,6,705,0,46,0.398,24,10.4,345
17-nov-15,14,39,6,707.9,0,46,0,21.21,6.1,229
17-nov-15,4,54,18,708.7,0,47,0,20.04,5.5,257
17-nov-15,3,81,16,709.1,0,49,0,18.94,2.6,287
17-nov-15,3,95,35,708.7,0,56,0,18.21,1,103
17-nov-15,3,114,45,709.2,0,67,0,17.01,2.3,293
17-nov-15,2,146,51,709.5,0,68,0,16.52,6.4,294
18-nov-15,2,127,34,709.5,0,67,0,15.72,3.4,303
18-nov-15,2,70,20,709.5,0,68,0,15.47,2.9,324
18-nov-15,3,87,40,711.3,0,78,0.025,14,2.6,315
18-nov-15,3,156,31,711.6,0,72,0.167,16.44,2.2,318
18-nov-15,8,119,26,712,0,61,0.332,20.85,1.1,53
18-nov-15,14,109,53,712,0,57,0.474,21.7,4.3,146
18-nov-15,30,123,56,711.5,0,53,0.537,21.06,8.3,141
18-nov-15,44,87,21,710.8,0,44,0.256,21.82,8.9,119
18-nov-15,50,52,11,709.9,0,46,0.613,22.7,8.8,102
18-nov-15,47,47,14,709.2,0,43,0.559,23.04,10.9,103
18-nov-15,42,42,13,708.9,0,39,0.357,23.07,10.8,96
18-nov-15,38,33,9,709,0,37,0.222,23.03,10.7,100
18-nov-15,29,38,15,709.3,0,39,0.041,21.9,10.9,103
18-nov-15,18,41,18,709.9,0,42,0.001,20.48,9.8,99
18-nov-15,12,50,6,710.7,0,43,0,19.71,9.7,123
18-nov-15,6,47,20,711.2,0,49,0,18.57,3.6,106
18-nov-15,3,52,14,711.5,0,51,0,17.19,1.8,177
18-nov-15,3,60,32,711.6,0,56,0,16.57,1,282
18-nov-15,3,134,54,711.7,0,63,0,15.58,4.6,302
19-nov-15,2,136,33,711.8,0,67,0,14.66,5.1,312
19-nov-15,2,97,33,711.9,0,68,0,14.16,5,327
19-nov-15,2,86,34,712,0,72,0,13.29,5.3,318
19-nov-15,3,59,26,713.9,0,65,0.025,13.99,4.1,338
19-nov-15,4,83,27,714.7,0,60,0.138,15.65,3.4,331
19-nov-15,7,80,27,715.1,0,52,0.308,19.99,2,272
19-nov-15,19,95,39,715.3,0,45,0.435,23.01,1.7,267
19-nov-15,36,74,35,715,0,44,0.479,24.23,2.3,225
19-nov-15,46,55,22,714.3,0,47,0.317,25.03,4.5,204
19-nov-15,46,46,19,713.6,0,47,0.621,24.62,8.7,77
19-nov-15,45,37,18,713.4,0,52,0.562,24.45,8.4,92
19-nov-15,47,34,14,713.4,0,54,0.418,24.62,8.4,93
19-nov-15,39,31,19,713.6,0,56,0.194,24.13,11.2,99
19-nov-15,28,35,12,714.5,0,63,0,22.51,16.1,106
19-nov-15,22,46,12,715,0,66,0,22.02,16,104
20-nov-15,17,44,24,714.7,0,88,0.008,18.43,7,129
20-nov-15,9,47,24,715,0,88,0.046,18.89,2.5,211
20-nov-15,13,57,17,715,0,86,0.128,19.84,2.9,276
20-nov-15,15,58,21,715,0,82,0.115,20.68,2.5,162
20-nov-15,19,55,31,714.6,0,81,0.224,20.64,5,132
20-nov-15,29,85,20,713.7,0,77,0.321,21.61,5.5,114
20-nov-15,35,94,23,712.6,0,75,0.426,22.23,6.1,165
20-nov-15,36,64,32,711.2,0,74,0.198,22.12,9.2,137
20-nov-15,27,47,31,711.1,0,76,0.075,21.74,8.7,112
20-nov-15,22,49,16,711.1,0,78,0.013,21.34,9.5,106
20-nov-15,20,42,19,711.3,0,79,0,21.21,9.6,110
20-nov-15,11,42,10,711.6,0,74,0,21.6,5.9,156
20-nov-15,15,35,6,711.6,0,73,0,21.61,4,170
20-nov-15,11,29,11,711.5,0,74,0,21.39,0.9,15
20-nov-15,6,36,14,711.3,0,74,0,21.32,2.5,342
21-nov-15,4,50,17,710.9,0,77,0,20.54,2.1,86
21-nov-15,2,50,24,710.9,0,79,0,20.13,3.4,317
21-nov-15,2,51,21,710.9,0,80,0,19.6,5.2,306
21-nov-15,2,56,23,711,0,82,0,19.37,3.1,300
21-nov-15,4,53,26,712.5,0,82,0.026,18.22,4.8,343
21-nov-15,11,63,14,713,0,77,0.162,20.02,5.2,308
21-nov-15,18,54,12,713.6,0,71,0.322,21.47,6.4,330
21-nov-15,30,63,15,714.2,0,65,0.468,23.74,6.8,358
21-nov-15,37,54,20,714.5,0,66,0.267,23.74,11,34
21-nov-15,35,44,22,714.1,0,68,0.17,22.7,21.9,41
21-nov-15,26,59,5,714.4,0,68,0.074,18.16,27.1,40
21-nov-15,24,72,12,715.3,0,66,0.02,16.88,17,48
21-nov-15,26,54,10,716.1,0,64,0.004,15.08,25.9,40
21-nov-15,22,65,9,719,0,58,0,14.9,7.8,287
21-nov-15,20,44,7,720,0,55,0,14.59,8.4,4
